,carat,clarity,color,cut,depth,table,price,volume
187,0.9,1.0,4.0,4.0,62.35259368709901,57.0,,155.98494674239302
188,1.35,0.0,6.0,2.0,62.57911350460972,56.0,9900.0,222.42880000000002
189,1.1129166694979618,5.0,1.0,0.0,62.2,59.0,,187.67363917644622
190,0.65,3.0,3.0,4.0,62.260776957404175,57.0,3400.0,103.22091949388391
191,1.15,4.0,4.0,3.0,62.7,57.235245735427604,9800.0,197.0334
192,0.4,3.0,5.0,0.0,62.1,58.0,2000.0,64.38425601482876
193,0.9660557455532572,5.0,2.0,1.0,62.38638546902946,58.0,7700.0,154.95653769065373
194,0.95,2.0,4.0,2.0,62.44578948164753,56.0,7100.0,162.70848
195,0.45,2.0,3.0,4.0,62.4,59.0,2300.0,72.4174662652041
196,1.25,5.0,5.0,1.0,62.560589164346524,55.0,10400.0,203.2418587488557
197,0.55,0.0,6.0,3.0,62.3,57.0,,92.58984943255076
198,0.85,3.0,2.0,0.0,62.35020667148916,58.0,6300.0,141.34554
199,1.0161232306011434,4.0,4.0,4.0,62.5,57.07910526060557,7500.0,163.37344000000002
